City,Wealth Index,No of Hospitals,No of Schools,No of Banks,Cell Phone Facility,Water Resources,Agricultural Lands,Unemployed,No of Govt Officials,No of HIV Patients,Educational Levels,Transport Facilities,Highways,Air Port Facilities,Railway Facilities
Pune,7,557,48696,2725,No,Scarce,5166,9585,2326,524,Low,Moderate,8,Yes,Yes
Bangalore,8,863,22422,8807,No,Scarce,7094,1968,4489,817,High,Moderate,1,Yes,Yes
Chennai,9,1358,29779,9816,No,Scarce,8984,2431,1492,467,High,Moderate,2,Yes,Yes
Mumbai,4,1997,49619,4849,Yes,Sufficient,9332,3986,4367,704,Low,Moderate,6,No,Yes
Pune,10,1484,39157,5005,No,Sufficient,4170,6875,994,260,Low,Good,5,No,No
Surat,5,655,15688,3375,Yes,Sufficient,7076,4851,1190,381,Low,Poor,9,Yes,Yes
Mumbai,1,517,39479,4135,No,Sufficient,2733,6643,2946,491,Low,Good,4,No,No
Kolkata,3,1375,24636,6241,No,Scarce,1777,3650,4541,864,Low,Good,3,No,No
Ahmedabad,4,1409,45289,2522,No,Sufficient,2577,2181,3225,827,Medium,Moderate,9,No,No
Surat,2,792,19321,2745,Yes,Sufficient,6628,2883,3117,203,Medium,Poor,4,No,No
Jaipur,3,1756,9718,4107,No,Sufficient,6148,2009,1479,109,Medium,Poor,10,No,No
Pune,0,293,38989,2020,Yes,Sufficient,1267,6106,624,489,High,Moderate,1,No,No
Kolkata,0,523,8789,7466,Yes,Scarce,3497,7812,915,533,Low,Poor,8,Yes,Yes
Kolkata,5,1280,5108,4876,No,Scarce,2353,5589,3895,847,High,Moderate,5,Yes,No
Bangalore,5,1349,27427,7887,No,Sufficient,7098,5515,920,996,Medium,Moderate,2,No,No
Mumbai,3,1839,10058,6349,No,Sufficient,9153,8987,2255,242,Medium,Moderate,1,Yes,Yes
Delhi,4,572,10071,3252,No,Scarce,2556,8734,1215,306,Medium,Moderate,2,Yes,No
Hyderabad,9,1337,10738,1911,No,Scarce,7258,5541,2020,241,High,Poor,6,No,Yes
Surat,6,703,32994,9901,Yes,Scarce,2940,8800,609,213,Low,Good,7,No,Yes
Surat,2,1652,41918,2214,No,Scarce,5920,9663,2330,950,High,Good,8,No,Yes
Delhi,3,1464,49864,7628,Yes,Scarce,1497,9554,3411,155,Low,Poor,2,Yes,No
Bangalore,0,1346,48189,8164,No,Scarce,7608,1767,2625,181,Low,Moderate,6,No,No
Chennai,0,559,10793,3362,Yes,Scarce,4585,4915,1477,667,High,Good,9,Yes,No
Delhi,4,884,28323,8899,No,Sufficient,1471,6895,4998,369,Low,Poor,1,No,No
Bangalore,3,1741,3654,3829,Yes,Sufficient,8167,3277,3787,133,Low,Moderate,7,No,No
Pune,6,1505,22972,2645,Yes,Scarce,8462,5979,2201,484,Low,Moderate,10,Yes,No
Jaipur,4,1658,36872,8951,Yes,Sufficient,5946,6863,2000,477,Low,Poor,8,Yes,No
Jaipur,3,1841,17181,6641,No,Scarce,8856,1357,1276,500,Medium,Poor,2,No,No
Hyderabad,5,253,23414,9386,Yes,Sufficient,7473,5654,3080,350,Low,Moderate,3,No,No
Pune,5,1909,22877,6009,No,Sufficient,7793,1903,2470,909,Medium,Good,6,Yes,Yes
Ahmedabad,10,1878,26675,7608,Yes,Sufficient,7376,8805,3555,233,Low,Moderate,3,No,Yes
Mumbai,5,649,42180,1959,Yes,Scarce,9795,8181,1469,186,Low,Poor,7,No,Yes
Chennai,4,346,42183,9245,Yes,Sufficient,9180,8118,4427,483,Medium,Poor,6,Yes,No
Kolkata,2,589,39623,9362,Yes,Sufficient,2325,6968,3847,906,High,Moderate,2,No,Yes
Hyderabad,5,1946,26159,7362,Yes,Scarce,1675,3723,4756,144,Low,Good,7,Yes,Yes
Kolkata,4,146,44349,5386,Yes,Scarce,9696,1362,1441,453,High,Good,5,No,No
Mumbai,6,628,10783,6568,No,Sufficient,8945,9843,638,827,High,Poor,8,Yes,Yes
Mumbai,4,844,1957,7475,No,Scarce,1884,7235,3332,503,Medium,Moderate,1,Yes,No
Mumbai,1,441,18479,9419,Yes,Sufficient,2598,9621,2042,669,Medium,Poor,6,Yes,No
Jaipur,1,1228,32174,3545,No,Scarce,5351,6798,1293,194,Medium,Poor,1,No,No
Jaipur,9,1447,42288,3523,No,Sufficient,7204,3572,4126,915,High,Moderate,4,Yes,No
Ahmedabad,9,1038,21766,8154,No,Sufficient,7098,4318,698,968,Medium,Good,3,No,No
Hyderabad,0,1513,8391,5846,Yes,Scarce,1132,4390,3329,971,Medium,Good,1,No,No
Delhi,5,275,38792,5530,No,Scarce,5338,4612,781,629,High,Good,2,No,No
Jaipur,6,1027,8693,1296,No,Sufficient,3062,5412,3332,382,Low,Poor,2,Yes,Yes
Bangalore,5,1694,5852,9083,Yes,Sufficient,6945,4349,1487,737,High,Good,3,No,No
Chennai,10,878,29778,1323,Yes,Scarce,8777,3736,2468,214,Low,Moderate,2,No,No
Bangalore,8,549,24600,2889,No,Scarce,2888,3605,2094,136,Medium,Good,7,No,Yes
Bangalore,0,294,2057,3910,No,Sufficient,4971,5073,2246,639,Low,Good,6,No,No
Kolkata,1,1186,18307,7801,Yes,Sufficient,9407,8806,1087,875,Low,Good,3,No,Yes
Hyderabad,6,172,33845,3114,No,Sufficient,1686,3791,2981,103,Low,Good,9,Yes,No
Bangalore,2,1496,12450,7885,No,Scarce,4627,3040,3998,241,High,Moderate,5,Yes,Yes
Jaipur,2,1401,42322,9028,No,Sufficient,4327,9486,1586,269,High,Poor,2,No,Yes
Hyderabad,0,169,14453,6526,Yes,Scarce,4118,4720,1947,483,Medium,Moderate,1,Yes,Yes
Mumbai,0,998,31548,9411,No,Scarce,3079,2962,3388,163,High,Poor,3,No,No
Mumbai,6,1266,35598,5437,No,Scarce,9167,7801,1888,515,Medium,Good,7,Yes,Yes
Hyderabad,3,499,30931,8329,Yes,Scarce,9732,7031,4434,495,Low,Poor,3,No,Yes
Jaipur,4,635,10172,3320,Yes,Sufficient,8147,4090,1485,124,Low,Good,10,No,Yes
Chennai,1,1145,21673,7673,No,Sufficient,6330,6519,3165,416,Medium,Good,7,No,Yes
Mumbai,2,943,2020,8638,No,Sufficient,9652,2233,624,475,Low,Moderate,5,Yes,Yes
Hyderabad,6,1099,49227,6356,Yes,Sufficient,3666,4478,4763,911,High,Moderate,2,Yes,Yes
Jaipur,4,1060,1556,5976,Yes,Sufficient,7305,5569,1898,985,Medium,Poor,5,No,Yes
Jaipur,5,251,41254,5361,Yes,Sufficient,5571,7971,1882,271,High,Moderate,4,Yes,No
Hyderabad,4,1752,3547,2399,Yes,Sufficient,6288,5664,2498,310,Low,Moderate,9,Yes,Yes
Surat,6,512,6421,2194,Yes,Sufficient,1615,6853,3879,304,Low,Moderate,9,No,Yes
Delhi,2,1740,21450,2778,Yes,Scarce,9836,4844,4771,500,Low,Poor,10,No,Yes
Delhi,9,862,2537,6229,Yes,Sufficient,4265,6221,2832,374,Low,Good,7,Yes,Yes
Ahmedabad,4,266,20834,6050,No,Sufficient,7604,9270,4379,384,Low,Good,5,No,Yes
Bangalore,7,635,16703,7368,Yes,Scarce,4268,7823,4243,773,Low,Poor,7,No,No
Ahmedabad,3,1232,10131,4253,Yes,Sufficient,7513,3361,751,674,Low,Poor,10,No,No
Ahmedabad,1,1713,28042,3338,No,Sufficient,5176,3292,4277,326,Low,Moderate,3,Yes,No
Bangalore,3,252,45367,5004,Yes,Scarce,1371,2687,2478,533,High,Poor,10,No,Yes
Jaipur,5,1453,9736,9382,Yes,Scarce,4079,5752,2532,819,Low,Moderate,10,No,Yes
Pune,5,1422,38677,8563,No,Scarce,1484,9168,724,446,High,Moderate,5,No,No
Surat,8,472,5812,9310,No,Scarce,9025,8805,4017,429,High,Good,4,No,No
Pune,9,181,38887,1952,Yes,Scarce,8661,5106,1545,575,Medium,Moderate,1,Yes,Yes
Surat,4,1268,33398,7081,No,Scarce,4314,4229,809,418,High,Moderate,4,Yes,Yes
Surat,1,881,5598,8132,Yes,Scarce,8218,3702,4812,893,High,Moderate,8,Yes,Yes
Hyderabad,5,1853,46363,6401,Yes,Sufficient,8271,9605,1841,322,Low,Moderate,8,No,Yes
Bangalore,2,514,27622,4655,Yes,Scarce,9740,8967,4004,310,High,Moderate,1,Yes,No
Hyderabad,6,1459,20741,2291,No,Sufficient,4785,2582,4860,873,Medium,Moderate,4,Yes,No
Ahmedabad,4,1657,20733,5207,Yes,Scarce,2989,8125,4540,383,Medium,Poor,6,Yes,No
Hyderabad,5,932,27534,7018,Yes,Sufficient,7033,7990,2559,478,Medium,Poor,7,Yes,Yes
Jaipur,4,1286,30695,8226,No,Scarce,5758,1153,541,514,Low,Poor,8,No,Yes
Surat,4,1342,42392,3851,Yes,Scarce,2937,2260,2993,539,Low,Moderate,4,Yes,No
Pune,7,881,40371,7923,Yes,Scarce,4664,1369,3209,927,Low,Poor,9,Yes,Yes
Mumbai,9,786,49864,9341,No,Sufficient,3132,7176,4450,790,Low,Moderate,8,No,No
Kolkata,10,1316,29311,5162,Yes,Scarce,9088,1032,1695,259,Low,Moderate,4,Yes,Yes
Bangalore,1,316,31495,8834,Yes,Sufficient,3826,8146,4238,893,Low,Good,4,Yes,No
Surat,1,1155,19959,6930,No,Scarce,9707,6440,4171,250,High,Poor,7,Yes,No
Ahmedabad,5,1608,4756,3167,No,Scarce,9156,4995,2680,495,Low,Moderate,6,No,No
Surat,8,1335,48226,4551,Yes,Sufficient,1382,9744,637,692,High,Good,1,Yes,Yes
Hyderabad,1,1570,44434,3087,Yes,Sufficient,9126,4176,4723,678,Low,Good,10,No,Yes
Surat,2,1340,21664,6377,No,Scarce,7578,8722,4748,867,High,Good,4,No,No
Surat,3,219,35382,4545,Yes,Sufficient,6442,1609,676,303,Medium,Poor,9,No,Yes
Kolkata,10,1062,42997,8473,Yes,Sufficient,2823,8443,2024,999,High,Moderate,7,No,No
Hyderabad,9,1136,21822,5097,No,Sufficient,5351,6967,4350,754,High,Poor,4,No,No
Jaipur,3,153,42361,4660,No,Scarce,6351,5700,1690,893,High,Poor,4,No,No
Chennai,6,448,28090,3838,Yes,Scarce,5606,8615,1721,491,Low,Good,2,No,No
Kolkata,3,394,44585,6831,No,Scarce,7739,9363,871,725,High,Good,5,Yes,Yes
Mumbai,2,1993,26332,6784,Yes,Sufficient,5237,8468,1911,675,High,Poor,2,Yes,Yes
Hyderabad,7,744,43932,5841,Yes,Scarce,5924,4627,2723,444,Low,Good,3,No,No
Bangalore,7,1816,8336,7637,No,Sufficient,1033,2664,2166,572,Low,Moderate,5,Yes,Yes
Jaipur,9,134,12886,7361,Yes,Scarce,1957,3018,1635,671,Low,Moderate,6,No,Yes
Mumbai,9,1438,3508,9060,No,Sufficient,2065,4887,3039,491,Medium,Moderate,3,Yes,No
Hyderabad,4,485,5490,2427,No,Scarce,9813,4494,1702,678,Low,Moderate,10,No,Yes
Ahmedabad,3,447,13384,4954,No,Sufficient,7504,6729,4536,339,High,Poor,3,No,No
Pune,10,1156,6122,7335,No,Scarce,6149,9708,3426,649,Medium,Poor,9,Yes,No
Bangalore,6,953,10064,1828,Yes,Sufficient,3883,8061,3068,376,High,Poor,5,Yes,Yes
Ahmedabad,10,800,30691,5841,Yes,Scarce,6373,9153,3853,527,High,Good,2,No,No
Chennai,7,1849,4856,2501,No,Scarce,5163,8399,4969,974,Low,Poor,2,Yes,Yes
Hyderabad,0,878,28093,1177,Yes,Scarce,3618,3782,4949,922,High,Poor,5,No,Yes
Mumbai,4,449,3680,2323,Yes,Scarce,8172,7929,2204,997,Low,Moderate,8,Yes,No
Chennai,4,1822,41280,1320,No,Scarce,8829,4615,2408,206,Medium,Poor,1,Yes,Yes
Hyderabad,7,1186,41226,4941,Yes,Scarce,6698,3362,2167,435,High,Good,1,Yes,No
Pune,5,1674,29971,9918,No,Scarce,9948,5508,2055,887,High,Poor,10,Yes,No
Delhi,7,358,9542,2228,No,Scarce,2452,9232,634,203,High,Good,8,Yes,Yes
Surat,8,1646,15339,2474,No,Scarce,2058,2039,4241,203,Medium,Good,7,No,No
Delhi,6,729,10106,9843,No,Scarce,1780,1469,3441,353,Medium,Poor,8,Yes,Yes
Bangalore,10,553,32501,8506,No,Sufficient,4826,8541,1240,917,Medium,Poor,5,No,Yes
Kolkata,6,430,15559,5626,No,Sufficient,2767,6292,3309,373,High,Poor,6,Yes,No
Kolkata,1,704,7799,2291,No,Sufficient,7262,8155,798,944,Low,Poor,4,Yes,Yes
Delhi,4,1953,32081,5633,Yes,Scarce,6146,8735,1155,105,High,Poor,8,No,Yes
Hyderabad,4,653,19445,1743,No,Sufficient,5611,4638,1909,642,High,Good,5,Yes,Yes
Jaipur,1,1776,44405,4308,Yes,Sufficient,6447,6413,4400,615,High,Moderate,10,Yes,No
Delhi,5,1081,6396,5847,Yes,Scarce,4013,5910,1935,655,High,Poor,10,Yes,No
Delhi,5,1257,32130,6851,Yes,Scarce,8665,4617,2331,540,Medium,Moderate,9,No,No
Hyderabad,7,399,21751,8924,No,Sufficient,5420,9818,2236,413,Medium,Good,8,No,Yes
Bangalore,3,184,49169,9735,Yes,Scarce,8236,6056,2507,939,High,Good,10,No,No
Kolkata,2,942,18318,9672,Yes,Scarce,4601,6042,1611,596,High,Moderate,3,No,Yes
Pune,2,303,29396,3418,Yes,Sufficient,5037,3592,4414,348,High,Moderate,1,No,Yes
Chennai,4,388,8099,1285,Yes,Sufficient,1470,9932,1211,127,High,Poor,5,Yes,No
Pune,3,1425,47472,9297,No,Sufficient,7987,7217,713,450,Medium,Poor,5,Yes,Yes
Hyderabad,2,1346,23566,5286,Yes,Scarce,4294,6730,1918,986,Low,Good,8,Yes,No
Chennai,7,1840,23087,4537,No,Sufficient,5587,4112,4902,841,Low,Good,1,Yes,Yes
Bangalore,8,1471,20189,7608,Yes,Sufficient,9095,2672,4424,170,Low,Good,6,Yes,Yes
Delhi,1,1469,32225,2699,No,Scarce,3328,8028,1257,609,Medium,Moderate,9,Yes,No
Mumbai,2,1122,8676,9400,No,Scarce,6892,1657,3231,333,Medium,Poor,5,Yes,No
Ahmedabad,7,1334,8240,6124,No,Scarce,5105,9581,699,296,Low,Good,7,Yes,Yes
Surat,8,1012,3425,7643,Yes,Scarce,8711,6024,3357,457,Low,Moderate,2,No,Yes
Mumbai,4,1713,37924,7325,Yes,Scarce,5654,4329,3725,667,Low,Moderate,10,Yes,Yes
Hyderabad,3,1191,21096,3456,Yes,Sufficient,1078,8871,4556,897,Low,Poor,8,Yes,No
Bangalore,7,1308,25382,8543,Yes,Sufficient,5570,7463,2602,320,High,Moderate,7,No,No
Chennai,2,1099,33791,7358,Yes,Sufficient,2500,1055,3845,501,Low,Good,3,Yes,Yes
Mumbai,7,1240,20848,8722,Yes,Scarce,3336,9884,2899,854,High,Poor,2,No,Yes
Chennai,5,1305,36579,4612,No,Sufficient,3920,4740,4535,410,High,Poor,3,Yes,No
Kolkata,1,1334,18109,1106,No,Sufficient,3489,3840,1468,933,Medium,Poor,6,Yes,Yes
Mumbai,8,1013,31076,8676,No,Sufficient,8946,6809,3681,455,Low,Good,4,No,No
Surat,9,1061,45777,7329,No,Sufficient,4435,5106,2705,156,Low,Poor,9,No,Yes
Bangalore,2,1642,6670,9667,No,Sufficient,4187,8287,2544,904,Low,Poor,4,No,Yes
Mumbai,10,760,45011,5028,Yes,Scarce,3181,3916,1320,261,Low,Good,10,No,Yes
Kolkata,6,513,33268,6274,No,Scarce,4476,4154,2536,150,Medium,Good,4,No,No
Surat,1,824,28525,1001,No,Scarce,9048,1932,2153,868,High,Moderate,10,No,Yes
Surat,3,401,21671,2035,No,Sufficient,1478,4362,967,707,Medium,Poor,8,No,No
Bangalore,8,239,28272,2739,No,Sufficient,6254,5757,2716,311,Low,Moderate,1,Yes,Yes
Kolkata,8,319,44152,4130,Yes,Sufficient,1035,9957,1746,139,High,Good,7,Yes,No
Mumbai,4,374,22410,1744,Yes,Scarce,2808,2050,2131,258,Low,Moderate,5,No,No
Bangalore,0,1740,16623,4592,Yes,Sufficient,7336,8315,3375,242,Low,Good,5,Yes,No
Mumbai,4,628,12043,9261,No,Sufficient,7292,8672,3804,110,Medium,Moderate,1,Yes,Yes
Pune,1,704,14014,1890,Yes,Scarce,2328,9147,4749,437,High,Poor,9,No,No
Surat,0,1609,21000,1146,Yes,Scarce,2943,2607,2655,719,Medium,Moderate,1,Yes,Yes
Delhi,1,1354,36815,2046,No,Scarce,6041,1779,4733,566,Low,Moderate,3,Yes,Yes
Kolkata,3,1601,46164,2594,No,Scarce,9457,4963,4376,191,Low,Good,8,No,Yes
Pune,3,1992,43540,5614,No,Sufficient,2012,9105,2241,719,Medium,Good,8,Yes,No
Bangalore,1,1559,45051,8791,Yes,Scarce,2364,9483,4490,948,Medium,Good,4,Yes,Yes
Surat,5,574,28242,6042,Yes,Sufficient,2006,8651,2260,448,Low,Good,6,No,Yes
Delhi,3,582,28266,1840,Yes,Scarce,3126,5748,2908,472,High,Moderate,3,Yes,Yes
Ahmedabad,4,213,41765,5020,Yes,Scarce,1952,4780,1634,898,Low,Moderate,1,No,No
Pune,5,1860,7257,3521,No,Scarce,4559,3842,3500,665,Medium,Poor,6,No,No
Jaipur,7,607,46955,4056,No,Sufficient,4052,6873,2040,452,Low,Poor,4,No,No
Kolkata,6,1794,31894,1428,No,Scarce,8019,6825,3707,943,High,Moderate,6,Yes,Yes
Jaipur,4,1867,25588,5258,Yes,Sufficient,1572,6458,2092,509,High,Moderate,2,No,No
Chennai,0,1197,24028,8805,No,Scarce,2013,8872,1354,832,Medium,Moderate,9,No,Yes
Mumbai,10,173,42781,8347,Yes,Sufficient,3903,7401,1712,905,High,Good,5,No,No
Mumbai,1,1453,2277,4741,Yes,Sufficient,3749,6313,3583,804,High,Moderate,4,Yes,No
Kolkata,3,1935,36655,1461,Yes,Sufficient,4463,6333,3272,252,Low,Good,6,No,Yes
Jaipur,1,344,29847,1734,Yes,Sufficient,6961,9407,813,790,High,Good,7,Yes,Yes
Hyderabad,2,871,42736,7500,No,Sufficient,1528,2543,4500,809,Medium,Moderate,5,No,Yes
Bangalore,1,1836,3412,5351,No,Sufficient,1159,3311,4149,798,Medium,Poor,4,No,Yes
Delhi,7,1794,11583,7653,No,Sufficient,7541,4654,3683,871,Medium,Good,5,No,No
Chennai,10,626,17585,3520,No,Scarce,4311,7746,655,451,Low,Good,7,Yes,No
Mumbai,0,1762,46655,1241,Yes,Scarce,2504,8476,1675,916,High,Good,6,Yes,Yes
Pune,4,1598,10383,1793,No,Scarce,5830,8201,681,542,Low,Moderate,4,No,No
Bangalore,5,382,47011,8436,No,Sufficient,3578,1735,2540,762,Medium,Good,7,Yes,No
Mumbai,7,1768,30581,7336,Yes,Sufficient,8885,8282,3065,856,Medium,Good,4,Yes,Yes
Jaipur,1,1690,35561,2899,No,Scarce,9485,2995,1600,586,Medium,Good,1,Yes,No
Ahmedabad,10,480,1371,1851,No,Scarce,2150,3901,4246,251,Low,Poor,7,No,No
Surat,5,1259,37811,6522,Yes,Scarce,8516,5888,1402,507,Low,Poor,1,No,No
Kolkata,1,1759,23438,6060,Yes,Scarce,5245,8139,4246,275,High,Moderate,1,No,Yes
Bangalore,6,1016,15659,5912,Yes,Scarce,2008,4398,818,893,Low,Good,4,No,No
Ahmedabad,3,1531,30274,6799,No,Sufficient,9203,8343,2288,891,High,Good,3,Yes,No
Surat,3,745,29641,8701,Yes,Sufficient,7634,9528,1528,683,Low,Moderate,7,Yes,Yes
Kolkata,2,1874,15806,1330,No,Scarce,3287,2819,3545,642,Low,Moderate,9,No,Yes
Chennai,7,1039,28882,2514,No,Sufficient,7092,1504,2779,408,High,Poor,7,Yes,Yes
Ahmedabad,0,1872,46321,5361,Yes,Scarce,6474,4786,3577,424,High,Good,5,Yes,No
Bangalore,0,860,7117,8902,No,Scarce,1198,8617,4532,191,Low,Good,10,Yes,Yes
Kolkata,0,342,10280,8180,No,Sufficient,6219,3485,3054,686,High,Poor,2,No,No
Delhi,7,243,4410,1095,No,Scarce,9222,6870,1695,394,Low,Good,1,Yes,Yes
Delhi,4,1827,31571,9793,No,Sufficient,4874,2146,1974,446,Low,Moderate,9,No,No
Hyderabad,7,801,2950,9834,Yes,Sufficient,3007,6990,4228,106,Medium,Good,5,Yes,No
Surat,10,1214,34446,6073,Yes,Sufficient,2380,1494,3707,599,Medium,Poor,3,No,Yes
Surat,8,1141,18094,3329,Yes,Scarce,8001,7427,2664,368,High,Moderate,9,No,Yes
Hyderabad,0,1409,18633,7493,Yes,Scarce,2167,6368,3752,591,Medium,Moderate,4,No,Yes
Pune,6,245,36514,5140,No,Sufficient,5568,3142,2071,526,Medium,Poor,3,No,Yes
Pune,4,1196,44056,5688,Yes,Scarce,5356,8327,4569,976,Low,Moderate,5,Yes,No
Surat,10,1150,37773,6823,No,Sufficient,7826,4300,575,923,High,Poor,2,Yes,Yes
Delhi,5,898,31826,1972,Yes,Scarce,7414,6460,2658,322,Low,Poor,4,Yes,Yes
Mumbai,7,821,12649,7163,Yes,Sufficient,1423,3176,2172,986,Medium,Good,4,Yes,No
Ahmedabad,10,842,41340,1916,Yes,Sufficient,6651,4245,3159,587,Medium,Moderate,1,Yes,Yes
Pune,2,412,29929,4119,Yes,Sufficient,8924,2872,3332,464,High,Poor,10,No,No
Mumbai,3,1853,42838,3026,Yes,Scarce,2247,9471,3579,244,Medium,Moderate,3,No,No
Ahmedabad,0,845,39625,2960,Yes,Scarce,1795,4171,921,347,Medium,Poor,2,No,Yes
Hyderabad,5,934,36915,7680,No,Scarce,5657,7419,1671,431,Low,Poor,6,No,Yes
Kolkata,10,436,3799,5086,Yes,Sufficient,9772,5269,3055,311,High,Good,10,Yes,Yes
Surat,8,1370,20900,7571,No,Sufficient,7797,1684,2914,504,Low,Good,10,Yes,Yes
Mumbai,2,1407,41985,7647,No,Sufficient,3148,8780,2413,509,Low,Poor,9,Yes,Yes
Jaipur,0,1199,46484,5069,Yes,Scarce,9579,8474,4954,402,High,Moderate,6,No,No
Mumbai,9,1199,39910,8812,Yes,Sufficient,1458,2686,3789,273,Low,Moderate,4,Yes,No
Kolkata,3,466,8255,8201,Yes,Sufficient,8616,1820,3932,947,Low,Moderate,3,Yes,Yes
Mumbai,0,165,5724,6919,Yes,Sufficient,1000,4974,4044,306,High,Good,8,No,Yes
Chennai,9,745,20972,6586,Yes,Sufficient,6598,3685,1695,984,Medium,Good,10,No,Yes
Ahmedabad,9,1290,36095,8910,No,Sufficient,1215,3116,3911,946,Medium,Good,4,No,No
Ahmedabad,6,572,34098,1397,Yes,Sufficient,7267,8289,2981,680,High,Good,9,Yes,No
Chennai,4,845,12575,8754,Yes,Sufficient,9602,9748,1247,481,Low,Moderate,4,Yes,No
Surat,0,1892,27112,8514,No,Scarce,7375,4684,4839,612,High,Moderate,3,Yes,Yes
Ahmedabad,6,1596,11439,1670,No,Sufficient,4727,3184,4589,860,Low,Poor,4,No,Yes
Chennai,3,105,42607,6058,No,Scarce,4024,2041,736,151,Low,Poor,5,No,Yes
Kolkata,7,1500,47355,8351,No,Sufficient,1048,8074,3726,336,Medium,Poor,4,No,No
Mumbai,0,1999,13058,5527,No,Sufficient,1406,2585,732,792,High,Poor,1,Yes,No
Pune,2,703,48703,6073,No,Scarce,2100,5118,1952,643,Low,Moderate,10,Yes,Yes
Chennai,3,1713,38401,2597,No,Scarce,6733,6430,835,772,High,Good,9,Yes,Yes
Kolkata,9,1352,46436,8319,No,Scarce,6232,7090,578,316,Low,Moderate,7,No,No
Mumbai,3,692,8633,9470,Yes,Sufficient,9444,6520,1590,323,Low,Moderate,3,Yes,No
Kolkata,3,938,29111,4868,Yes,Sufficient,2459,1742,3913,341,Low,Good,7,No,No
Hyderabad,4,126,37827,9500,Yes,Scarce,1703,4726,4805,290,High,Good,6,No,Yes
Hyderabad,7,1381,36589,8879,Yes,Sufficient,7522,6304,4358,413,Medium,Good,1,Yes,Yes
Delhi,10,129,15511,8400,Yes,Scarce,7547,5127,3182,860,Medium,Moderate,2,Yes,Yes
Delhi,0,1750,27259,3422,Yes,Sufficient,8456,7434,951,669,Medium,Good,3,No,Yes
Hyderabad,3,723,12177,8565,Yes,Sufficient,5309,5536,4390,240,Low,Poor,6,Yes,No
Ahmedabad,1,180,45400,3774,No,Scarce,1701,3887,2349,759,High,Moderate,8,No,Yes
Jaipur,10,1416,21637,6273,No,Sufficient,4774,1280,3727,279,High,Poor,4,No,No
Delhi,5,1369,13308,2797,No,Sufficient,8124,1077,2864,126,Medium,Poor,1,No,No
Delhi,6,682,8168,9843,Yes,Scarce,1523,6297,3452,287,High,Good,1,No,No
Bangalore,0,564,30699,3529,No,Scarce,9473,5801,1039,797,Low,Poor,5,No,No
Bangalore,1,1711,42966,9816,No,Scarce,8452,4915,646,991,Medium,Moderate,5,Yes,No
Bangalore,8,343,24158,6967,Yes,Sufficient,7549,1849,1351,984,High,Good,1,Yes,Yes
Jaipur,1,1087,39326,1089,No,Scarce,7214,5607,3125,727,Medium,Moderate,6,No,No
Delhi,7,1264,46361,1745,No,Sufficient,3067,5748,2792,720,Medium,Moderate,3,Yes,No
Chennai,2,445,8127,7482,Yes,Scarce,7525,9601,1956,125,Medium,Good,9,No,Yes
Mumbai,2,674,27030,5744,No,Sufficient,6503,2372,3699,483,Low,Moderate,4,No,No
Delhi,10,229,39517,9434,Yes,Sufficient,9199,8231,893,468,High,Moderate,5,No,No
Ahmedabad,1,281,5388,4173,No,Sufficient,3130,8938,1796,969,Low,Moderate,5,Yes,Yes
Hyderabad,10,1625,2906,6949,No,Scarce,9206,6821,2381,569,Medium,Poor,9,Yes,No
Kolkata,1,1075,6188,9475,Yes,Sufficient,5797,4513,4261,474,Low,Poor,6,Yes,No
Surat,4,1189,22161,8609,No,Sufficient,4988,6900,1537,162,Low,Good,5,Yes,No
Bangalore,1,1245,17306,9626,No,Sufficient,6395,7768,1648,349,Medium,Poor,7,Yes,No
Bangalore,4,269,4570,3920,Yes,Sufficient,6750,4697,2405,385,Medium,Moderate,7,Yes,No
Ahmedabad,7,1259,23452,3460,Yes,Sufficient,2473,3785,4436,700,High,Moderate,9,No,Yes
Hyderabad,8,250,29621,6610,No,Sufficient,1925,3593,2515,957,Medium,Moderate,7,No,Yes
Hyderabad,10,796,32508,8643,No,Sufficient,9844,9261,695,812,Low,Moderate,1,Yes,Yes
Pune,8,1482,15345,7913,Yes,Scarce,9630,9486,4510,772,Medium,Moderate,7,Yes,No
Bangalore,8,1467,24244,1615,Yes,Scarce,5265,2723,3829,529,Medium,Moderate,4,No,No
Kolkata,1,1170,23681,6698,Yes,Sufficient,6025,5163,2809,470,Low,Good,10,No,No
Delhi,7,1327,7970,6929,Yes,Scarce,6738,1851,4304,567,Low,Good,6,Yes,No
Surat,7,1693,10465,2805,Yes,Scarce,4891,4552,1362,633,Low,Good,2,No,No
Chennai,10,692,11206,9287,Yes,Sufficient,8402,6733,3074,879,Low,Moderate,4,No,No
Bangalore,6,1930,40759,6296,Yes,Sufficient,8289,4345,2305,775,High,Moderate,8,Yes,Yes
Delhi,8,144,10679,4146,No,Scarce,9419,4456,3459,944,Medium,Moderate,9,No,No
Surat,6,1830,4986,7930,No,Scarce,5815,2272,4435,369,Medium,Poor,9,Yes,Yes
Delhi,8,1598,48825,5586,No,Scarce,9598,6611,835,431,High,Poor,8,No,No
Pune,5,741,19716,7720,Yes,Sufficient,6558,3617,4072,218,High,Moderate,6,No,Yes
Hyderabad,7,1155,42202,1425,No,Scarce,5097,3708,4613,669,Medium,Moderate,5,Yes,Yes
Hyderabad,8,1061,18894,9072,No,Scarce,4351,5982,4076,980,High,Moderate,8,Yes,No
Kolkata,6,674,5782,3355,No,Scarce,5341,5257,1477,930,High,Moderate,6,No,No
